Region,Country,State,City,Month,Day,Year,AvgTemperature,Degree Celsius
Africa,Kenya,,Nairobi,12,20,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,21,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,22,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,23,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,24,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,25,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,26,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,27,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,28,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,29,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,30,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,12,31,2000,-99,-72.77777778
Africa,Kenya,,Nairobi,1,1,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,3,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,4,2001,67.1,19.5
Africa,Kenya,,Nairobi,1,5,2001,64.2,17.88888889
Africa,Kenya,,Nairobi,1,6,2001,63.2,17.33333333
Africa,Kenya,,Nairobi,1,7,2001,65.1,18.38888889
Africa,Kenya,,Nairobi,1,8,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,9,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,10,2001,67.6,19.77777778
Africa,Kenya,,Nairobi,1,11,2001,63.2,17.33333333
Africa,Kenya,,Nairobi,1,12,2001,63.3,17.38888889
Africa,Kenya,,Nairobi,1,13,2001,65.2,18.44444444
Africa,Kenya,,Nairobi,1,14,2001,61.9,16.61111111
Africa,Kenya,,Nairobi,1,15,2001,65.2,18.44444444
Africa,Kenya,,Nairobi,1,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,17,2001,64.8,18.22222222
Africa,Kenya,,Nairobi,1,18,2001,64.6,18.11111111
Africa,Kenya,,Nairobi,1,19,2001,67.1,19.5
Africa,Kenya,,Nairobi,1,20,2001,68.3,20.16666667
Africa,Kenya,,Nairobi,1,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,23,2001,69.9,21.05555556
Africa,Kenya,,Nairobi,1,24,2001,59.9,15.5
Africa,Kenya,,Nairobi,1,25,2001,61.5,16.38888889
Africa,Kenya,,Nairobi,1,26,2001,63.2,17.33333333
Africa,Kenya,,Nairobi,1,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,28,2001,62.6,17
Africa,Kenya,,Nairobi,1,29,2001,69.1,20.61111111
Africa,Kenya,,Nairobi,1,30,2001,65.7,18.72222222
Africa,Kenya,,Nairobi,1,31,2001,66.6,19.22222222
Africa,Kenya,,Nairobi,2,1,2001,62.6,17
Africa,Kenya,,Nairobi,2,2,2001,59.1,15.05555556
Africa,Kenya,,Nairobi,2,3,2001,59,15
Africa,Kenya,,Nairobi,2,4,2001,59.6,15.33333333
Africa,Kenya,,Nairobi,2,5,2001,65.4,18.55555556
Africa,Kenya,,Nairobi,2,6,2001,63.6,17.55555556
Africa,Kenya,,Nairobi,2,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,2,8,2001,63.3,17.38888889
Africa,Kenya,,Nairobi,2,9,2001,66.5,19.16666667
Africa,Kenya,,Nairobi,2,10,2001,65.3,18.5
Africa,Kenya,,Nairobi,2,11,2001,66.1,18.94444444
Africa,Kenya,,Nairobi,2,12,2001,67.3,19.61111111
Africa,Kenya,,Nairobi,2,13,2001,65,18.33333333
Africa,Kenya,,Nairobi,2,14,2001,68.6,20.33333333
Africa,Kenya,,Nairobi,2,15,2001,68.8,20.44444444
Africa,Kenya,,Nairobi,2,16,2001,65,18.33333333
Africa,Kenya,,Nairobi,2,17,2001,69,20.55555556
Africa,Kenya,,Nairobi,2,18,2001,71.6,22
Africa,Kenya,,Nairobi,2,19,2001,70.8,21.55555556
Africa,Kenya,,Nairobi,2,20,2001,70.9,21.61111111
Africa,Kenya,,Nairobi,2,21,2001,71.1,21.72222222
Africa,Kenya,,Nairobi,2,22,2001,69.1,20.61111111
Africa,Kenya,,Nairobi,2,23,2001,65.7,18.72222222
Africa,Kenya,,Nairobi,2,24,2001,64.5,18.05555556
Africa,Kenya,,Nairobi,2,25,2001,67,19.44444444
Africa,Kenya,,Nairobi,2,26,2001,65.8,18.77777778
Africa,Kenya,,Nairobi,2,27,2001,63.5,17.5
Africa,Kenya,,Nairobi,2,28,2001,67.5,19.72222222
Africa,Kenya,,Nairobi,3,1,2001,65.1,18.38888889
Africa,Kenya,,Nairobi,3,2,2001,66.4,19.11111111
Africa,Kenya,,Nairobi,3,3,2001,59.5,15.27777778
Africa,Kenya,,Nairobi,3,4,2001,62.9,17.16666667
Africa,Kenya,,Nairobi,3,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,7,2001,66.9,19.38888889
Africa,Kenya,,Nairobi,3,8,2001,62.3,16.83333333
Africa,Kenya,,Nairobi,3,9,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,10,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,11,2001,64.6,18.11111111
Africa,Kenya,,Nairobi,3,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,13,2001,64.8,18.22222222
Africa,Kenya,,Nairobi,3,14,2001,68.9,20.5
Africa,Kenya,,Nairobi,3,15,2001,71.9,22.16666667
Africa,Kenya,,Nairobi,3,16,2001,65.8,18.77777778
Africa,Kenya,,Nairobi,3,17,2001,66.1,18.94444444
Africa,Kenya,,Nairobi,3,18,2001,66.1,18.94444444
Africa,Kenya,,Nairobi,3,19,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,3,21,2001,66.2,19
Africa,Kenya,,Nairobi,3,22,2001,66.7,19.27777778
Africa,Kenya,,Nairobi,3,23,2001,70.4,21.33333333
Africa,Kenya,,Nairobi,3,24,2001,73.5,23.05555556
Africa,Kenya,,Nairobi,3,25,2001,62.9,17.16666667
Africa,Kenya,,Nairobi,3,26,2001,64,17.77777778
Africa,Kenya,,Nairobi,3,27,2001,64.4,18
Africa,Kenya,,Nairobi,3,28,2001,65.7,18.72222222
Africa,Kenya,,Nairobi,3,29,2001,68.4,20.22222222
Africa,Kenya,,Nairobi,3,30,2001,67.2,19.55555556
Africa,Kenya,,Nairobi,3,31,2001,66.8,19.33333333
Africa,Kenya,,Nairobi,4,1,2001,62.8,17.11111111
Africa,Kenya,,Nairobi,4,2,2001,60.4,15.77777778
Africa,Kenya,,Nairobi,4,3,2001,62,16.66666667
Africa,Kenya,,Nairobi,4,4,2001,65.3,18.5
Africa,Kenya,,Nairobi,4,5,2001,65.3,18.5
Africa,Kenya,,Nairobi,4,6,2001,65.2,18.44444444
Africa,Kenya,,Nairobi,4,7,2001,65.9,18.83333333
Africa,Kenya,,Nairobi,4,8,2001,63.5,17.5
Africa,Kenya,,Nairobi,4,9,2001,68.3,20.16666667
Africa,Kenya,,Nairobi,4,10,2001,65.7,18.72222222
Africa,Kenya,,Nairobi,4,11,2001,66.8,19.33333333
Africa,Kenya,,Nairobi,4,12,2001,70.6,21.44444444
Africa,Kenya,,Nairobi,4,13,2001,64.1,17.83333333
Africa,Kenya,,Nairobi,4,14,2001,65.5,18.61111111
Africa,Kenya,,Nairobi,4,15,2001,64.3,17.94444444
Africa,Kenya,,Nairobi,4,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,4,17,2001,72.7,22.61111111
Africa,Kenya,,Nairobi,4,18,2001,64,17.77777778
Africa,Kenya,,Nairobi,4,19,2001,65.7,18.72222222
Africa,Kenya,,Nairobi,4,20,2001,64.2,17.88888889
Africa,Kenya,,Nairobi,4,21,2001,67.4,19.66666667
Africa,Kenya,,Nairobi,4,22,2001,61.7,16.5
Africa,Kenya,,Nairobi,4,23,2001,64.1,17.83333333
Africa,Kenya,,Nairobi,4,24,2001,66.2,19
Africa,Kenya,,Nairobi,4,25,2001,63.9,17.72222222
Africa,Kenya,,Nairobi,4,26,2001,66.8,19.33333333
Africa,Kenya,,Nairobi,4,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,4,28,2001,75.7,24.27777778
Africa,Kenya,,Nairobi,4,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,4,30,2001,66.2,19
Africa,Kenya,,Nairobi,5,1,2001,68.6,20.33333333
Africa,Kenya,,Nairobi,5,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,3,2001,64.5,18.05555556
Africa,Kenya,,Nairobi,5,4,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,7,2001,68.7,20.38888889
Africa,Kenya,,Nairobi,5,8,2001,65.9,18.83333333
Africa,Kenya,,Nairobi,5,9,2001,65.9,18.83333333
Africa,Kenya,,Nairobi,5,10,2001,68.3,20.16666667
Africa,Kenya,,Nairobi,5,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,5,15,2001,63.5,17.5
Africa,Kenya,,Nairobi,5,16,2001,62.9,17.16666667
Africa,Kenya,,Nairobi,5,17,2001,66.4,19.11111111
Africa,Kenya,,Nairobi,5,18,2001,66.5,19.16666667
Africa,Kenya,,Nairobi,5,19,2001,65.5,18.61111111
Africa,Kenya,,Nairobi,5,20,2001,70.2,21.22222222
Africa,Kenya,,Nairobi,5,21,2001,66.1,18.94444444
Africa,Kenya,,Nairobi,5,22,2001,66.9,19.38888889
Africa,Kenya,,Nairobi,5,23,2001,70.6,21.44444444
Africa,Kenya,,Nairobi,5,24,2001,66.8,19.33333333
Africa,Kenya,,Nairobi,5,25,2001,64.8,18.22222222
Africa,Kenya,,Nairobi,5,26,2001,63.9,17.72222222
Africa,Kenya,,Nairobi,5,27,2001,63,17.22222222
Africa,Kenya,,Nairobi,5,28,2001,61.6,16.44444444
Africa,Kenya,,Nairobi,5,29,2001,60.7,15.94444444
Africa,Kenya,,Nairobi,5,30,2001,61.2,16.22222222
Africa,Kenya,,Nairobi,5,31,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,6,1,2001,67.6,19.77777778
Africa,Kenya,,Nairobi,6,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,6,3,2001,63,17.22222222
Africa,Kenya,,Nairobi,6,4,2001,65.5,18.61111111
Africa,Kenya,,Nairobi,6,5,2001,65.2,18.44444444
Africa,Kenya,,Nairobi,6,6,2001,63.3,17.38888889
Africa,Kenya,,Nairobi,6,7,2001,62.4,16.88888889
Africa,Kenya,,Nairobi,6,8,2001,61.1,16.16666667
Africa,Kenya,,Nairobi,6,9,2001,60.4,15.77777778
Africa,Kenya,,Nairobi,6,10,2001,61.3,16.27777778
Africa,Kenya,,Nairobi,6,11,2001,65.4,18.55555556
Africa,Kenya,,Nairobi,6,12,2001,64,17.77777778
Africa,Kenya,,Nairobi,6,13,2001,61.3,16.27777778
Africa,Kenya,,Nairobi,6,14,2001,61.9,16.61111111
Africa,Kenya,,Nairobi,6,15,2001,63,17.22222222
Africa,Kenya,,Nairobi,6,16,2001,66.3,19.05555556
Africa,Kenya,,Nairobi,6,17,2001,62.4,16.88888889
Africa,Kenya,,Nairobi,6,18,2001,63.6,17.55555556
Africa,Kenya,,Nairobi,6,19,2001,64.6,18.11111111
Africa,Kenya,,Nairobi,6,20,2001,65,18.33333333
Africa,Kenya,,Nairobi,6,21,2001,63.9,17.72222222
Africa,Kenya,,Nairobi,6,22,2001,62.9,17.16666667
Africa,Kenya,,Nairobi,6,23,2001,63.7,17.61111111
Africa,Kenya,,Nairobi,6,24,2001,60.9,16.05555556
Africa,Kenya,,Nairobi,6,25,2001,63.8,17.66666667
Africa,Kenya,,Nairobi,6,26,2001,62.2,16.77777778
Africa,Kenya,,Nairobi,6,27,2001,62.4,16.88888889
Africa,Kenya,,Nairobi,6,28,2001,57.4,14.11111111
Africa,Kenya,,Nairobi,6,29,2001,58.9,14.94444444
Africa,Kenya,,Nairobi,6,30,2001,64.9,18.27777778
Africa,Kenya,,Nairobi,7,1,2001,59.6,15.33333333
Africa,Kenya,,Nairobi,7,2,2001,59.4,15.22222222
Africa,Kenya,,Nairobi,7,3,2001,60.8,16
Africa,Kenya,,Nairobi,7,4,2001,60.9,16.05555556
Africa,Kenya,,Nairobi,7,5,2001,62.6,17
Africa,Kenya,,Nairobi,7,6,2001,64.1,17.83333333
Africa,Kenya,,Nairobi,7,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,8,2001,63.5,17.5
Africa,Kenya,,Nairobi,7,9,2001,59.6,15.33333333
Africa,Kenya,,Nairobi,7,10,2001,65.5,18.61111111
Africa,Kenya,,Nairobi,7,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,15,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,17,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,18,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,19,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,23,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,24,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,25,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,26,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,28,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,30,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,7,31,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,1,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,3,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,4,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,8,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,9,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,10,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,12,2001,63.7,17.61111111
Africa,Kenya,,Nairobi,8,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,15,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,17,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,18,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,19,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,23,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,24,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,25,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,26,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,28,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,30,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,8,31,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,1,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,3,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,4,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,8,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,9,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,10,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,15,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,17,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,18,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,19,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,23,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,24,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,25,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,26,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,28,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,9,30,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,1,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,3,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,4,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,8,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,9,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,10,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,15,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,17,2001,82.4,28
Africa,Kenya,,Nairobi,10,18,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,19,2001,70.4,21.33333333
Africa,Kenya,,Nairobi,10,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,23,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,24,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,25,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,26,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,28,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,30,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,10,31,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,1,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,3,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,4,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,8,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,9,2001,73.9,23.27777778
Africa,Kenya,,Nairobi,11,10,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,15,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,17,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,18,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,19,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,23,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,24,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,25,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,26,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,28,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,11,30,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,1,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,2,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,3,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,4,2001,68.2,20.11111111
Africa,Kenya,,Nairobi,12,5,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,6,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,7,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,8,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,9,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,10,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,11,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,12,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,13,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,14,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,15,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,16,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,17,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,18,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,19,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,20,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,21,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,22,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,23,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,24,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,25,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,26,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,27,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,28,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,29,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,30,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,12,31,2001,-99,-72.77777778
Africa,Kenya,,Nairobi,1,1,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,2,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,3,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,4,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,5,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,6,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,7,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,8,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,9,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,10,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,11,2002,72.7,22.61111111
Africa,Kenya,,Nairobi,1,12,2002,69,20.55555556
Africa,Kenya,,Nairobi,1,13,2002,63.6,17.55555556
Africa,Kenya,,Nairobi,1,14,2002,68.1,20.05555556
Africa,Kenya,,Nairobi,1,15,2002,62.5,16.94444444
Africa,Kenya,,Nairobi,1,16,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,17,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,18,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,19,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,20,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,21,2002,69.8,21
Africa,Kenya,,Nairobi,1,22,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,23,2002,71.4,21.88888889
Africa,Kenya,,Nairobi,1,24,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,25,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,26,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,27,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,28,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,1,29,2002,70.1,21.16666667
Africa,Kenya,,Nairobi,1,30,2002,59.9,15.5
Africa,Kenya,,Nairobi,1,31,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,1,2002,65,18.33333333
Africa,Kenya,,Nairobi,2,2,2002,64.5,18.05555556
Africa,Kenya,,Nairobi,2,3,2002,64.8,18.22222222
Africa,Kenya,,Nairobi,2,4,2002,69,20.55555556
Africa,Kenya,,Nairobi,2,5,2002,71.6,22
Africa,Kenya,,Nairobi,2,6,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,7,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,8,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,9,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,10,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,11,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,12,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,13,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,14,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,15,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,16,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,17,2002,-99,-72.77777778
Africa,Kenya,,Nairobi,2,18,2002,-99,-72.77777778
